x y z Ts
1.1478820000e-02 1.2963250000e-01 0.0000000000e+00 6.0614586662e+02
1.1799880000e-02 1.2980296000e-01 0.0000000000e+00 6.0658170042e+02
1.2122920000e-02 1.2996434000e-01 0.0000000000e+00 6.0699307333e+02
1.2448400000e-02 1.3011667000e-01 0.0000000000e+00 6.0735626197e+02
1.2776540000e-02 1.3026044000e-01 0.0000000000e+00 6.0769947252e+02
1.3107770000e-02 1.3039541000e-01 0.0000000000e+00 6.0800107507e+02
1.3442070000e-02 1.3052221000e-01 0.0000000000e+00 6.0828730936e+02
1.3779620000e-02 1.3064061000e-01 0.0000000000e+00 6.0854053326e+02
1.4120220000e-02 1.3075092000e-01 0.0000000000e+00 6.0877662354e+02
1.4463680000e-02 1.3085306000e-01 0.0000000000e+00 6.0898728631e+02
1.4809690000e-02 1.3094674000e-01 0.0000000000e+00 6.0916812327e+02
1.5157700000e-02 1.3103215000e-01 0.0000000000e+00 6.0933010302e+02
1.5507230000e-02 1.3110888000e-01 0.0000000000e+00 6.0945868264e+02
1.5857630000e-02 1.3117710000e-01 0.0000000000e+00 6.0956320173e+02
1.6208300000e-02 1.3123658000e-01 0.0000000000e+00 6.0963774720e+02
1.6558700000e-02 1.3128725000e-01 0.0000000000e+00 6.0968271195e+02
1.6908340000e-02 1.3132925000e-01 0.0000000000e+00 6.0970537043e+02
1.7256880000e-02 1.3136236000e-01 0.0000000000e+00 6.0969240973e+02
1.7604080000e-02 1.3138685000e-01 0.0000000000e+00 6.0965852296e+02
1.7949900000e-02 1.3140248000e-01 0.0000000000e+00 6.0959494710e+02
1.8294410000e-02 1.3140936000e-01 0.0000000000e+00 6.0950722662e+02
1.8637850000e-02 1.3140744000e-01 0.0000000000e+00 6.0939741421e+02
1.8980520000e-02 1.3139658000e-01 0.0000000000e+00 6.0926629149e+02
1.9322810000e-02 1.3137685000e-01 0.0000000000e+00 6.0911480199e+02
1.9665180000e-02 1.3134801000e-01 0.0000000000e+00 6.0893821573e+02
2.0008060000e-02 1.3131039000e-01 0.0000000000e+00 6.0875503678e+02
2.0351900000e-02 1.3126373000e-01 0.0000000000e+00 6.0855748166e+02
2.0697080000e-02 1.3120796000e-01 0.0000000000e+00 6.0834585815e+02
2.1043970000e-02 1.3114293000e-01 0.0000000000e+00 6.0811576301e+02
2.1392800000e-02 1.3106854000e-01 0.0000000000e+00 6.0788141705e+02
2.1743870000e-02 1.3098449000e-01 0.0000000000e+00 6.0763032140e+02
2.2097290000e-02 1.3089074000e-01 0.0000000000e+00 6.0737155850e+02
2.2453230000e-02 1.3078704000e-01 0.0000000000e+00 6.0710698832e+02
2.2811740000e-02 1.3067301000e-01 0.0000000000e+00 6.0682683917e+02
2.3172900000e-02 1.3054861000e-01 0.0000000000e+00 6.0654104545e+02
2.3536750000e-02 1.3041367000e-01 0.0000000000e+00 6.0625224321e+02
2.3903270000e-02 1.3026783000e-01 0.0000000000e+00 6.0595653697e+02
2.4272470000e-02 1.3011092000e-01 0.0000000000e+00 6.0565553184e+02
2.4644290000e-02 1.2994272000e-01 0.0000000000e+00 6.0535593676e+02
2.5018670000e-02 1.2976299000e-01 0.0000000000e+00 6.0506167172e+02
2.5395560000e-02 1.2957168000e-01 0.0000000000e+00 6.0477054323e+02
2.5774730000e-02 1.2936838000e-01 0.0000000000e+00 6.0447452071e+02
2.6156180000e-02 1.2915301000e-01 0.0000000000e+00 6.0418990780e+02
2.6539630000e-02 1.2892553000e-01 0.0000000000e+00 6.0392175356e+02
2.6924890000e-02 1.2868564000e-01 0.0000000000e+00 6.0365476787e+02
2.7311700000e-02 1.2843344000e-01 0.0000000000e+00 6.0340337888e+02
2.7699790000e-02 1.2816864000e-01 0.0000000000e+00 6.0316850987e+02
2.8088730000e-02 1.2789132000e-01 0.0000000000e+00 6.0294932340e+02
2.8478260000e-02 1.2760162000e-01 0.0000000000e+00 6.0275206005e+02
2.8867880000e-02 1.2729955000e-01 0.0000000000e+00 6.0256860785e+02
2.9257160000e-02 1.2698527000e-01 0.0000000000e+00 6.0240621171e+02
2.9645630000e-02 1.2665895000e-01 0.0000000000e+00 6.0226084312e+02
3.0032820000e-02 1.2632076000e-01 0.0000000000e+00 6.0213360896e+02
3.0418240000e-02 1.2597081000e-01 0.0000000000e+00 6.0202099002e+02
