x_m,r_m,x_over_rt,r_over_rt  (物理壁 = run_0038_ns_final_rt77p02 のメッシュ壁線; r_t 0.07702 m; 入口直管〜出口 x_F 7.3249 m; 出口半径 0.7750 m)
4.869180321693420410e-01,2.039489895105361938e-01,6.321969032287597656e+00,2.648000478744506836e+00
4.938813447952270508e-01,2.059898823499679565e-01,6.412378311157226562e+00,2.674498796463012695e+00
5.008447170257568359e-01,2.080266326665878296e-01,6.502788066864013672e+00,2.700943231582641602e+00
5.078080296516418457e-01,2.100590616464614868e-01,6.593197345733642578e+00,2.727331399917602539e+00
5.147713422775268555e-01,2.120869010686874390e-01,6.683606147766113281e+00,2.753660202026367188e+00
5.217347145080566406e-01,2.141099721193313599e-01,6.774016380310058594e+00,2.779927015304565430e+00
5.286980271339416504e-01,2.161280959844589233e-01,6.864425659179687500e+00,2.806129693984985352e+00
5.356613993644714355e-01,2.181411236524581909e-01,6.954835414886474609e+00,2.832266092300415039e+00
5.426247119903564453e-01,2.201489061117172241e-01,7.045244693756103516e+00,2.858334302902221680e+00
5.495880842208862305e-01,2.221512943506240845e-01,7.135654449462890625e+00,2.884332656860351562e+00
5.565513968467712402e-01,2.241481840610504150e-01,7.226063728332519531e+00,2.910259485244750977e+00
5.635147094726562500e-01,2.261394560337066650e-01,7.316472530364990234e+00,2.936113595962524414e+00
5.704780817031860352e-01,2.281250506639480591e-01,7.406882762908935547e+00,2.961893796920776367e+00
5.774413943290710449e-01,2.301048636436462402e-01,7.497292041778564453e+00,2.987598896026611328e+00
5.844047665596008301e-01,2.320787757635116577e-01,7.587701797485351562e+00,3.013227462768554688e+00
5.913680791854858398e-01,2.340467870235443115e-01,7.678111076354980469e+00,3.038779497146606445e+00
5.983314514160156250e-01,2.360087931156158447e-01,7.768520832061767578e+00,3.064253568649291992e+00
6.052947640419006348e-01,2.379647791385650635e-01,7.858930110931396484e+00,3.089649200439453125e+00
6.122580766677856445e-01,2.399146407842636108e-01,7.949338912963867188e+00,3.114965677261352539e+00
6.192214488983154297e-01,2.418583631515502930e-01,8.039749145507812500e+00,3.140202283859252930e+00
6.261847615242004395e-01,2.437959611415863037e-01,8.130158424377441406e+00,3.165359258651733398e+00
6.331480741500854492e-01,2.457273602485656738e-01,8.220567703247070312e+00,3.190435886383056641e+00
6.401114463806152344e-01,2.476525455713272095e-01,8.310976982116699219e+00,3.215431690216064453e+00
6.470748186111450195e-01,2.495715022087097168e-01,8.401387214660644531e+00,3.240346908569335938e+00
6.540381312370300293e-01,2.514842450618743896e-01,8.491796493530273438e+00,3.265181303024291992e+00
6.610014438629150391e-01,2.533907294273376465e-01,8.582205772399902344e+00,3.289934396743774414e+00
6.679647564888000488e-01,2.552909851074218750e-01,8.672615051269531250e+00,3.314606428146362305e+00
6.749281287193298340e-01,2.571849822998046875e-01,8.763024330139160156e+00,3.339197397232055664e+00
6.818915009498596191e-01,2.590727210044860840e-01,8.853434562683105469e+00,3.363707304000854492e+00
6.888548135757446289e-01,2.609542012214660645e-01,8.943843841552734375e+00,3.388135671615600586e+00
6.958181262016296387e-01,2.628294527530670166e-01,9.034253120422363281e+00,3.412483215332031250e+00
7.027814984321594238e-01,2.646984457969665527e-01,9.124662399291992188e+00,3.436749696731567383e+00
7.097448110580444336e-01,2.665611803531646729e-01,9.215071678161621094e+00,3.460934638977050781e+00
7.167081832885742188e-01,2.684177160263061523e-01,9.305481910705566406e+00,3.485039234161376953e+00
7.236714959144592285e-01,2.702680528163909912e-01,9.395891189575195312e+00,3.509063482284545898e+00
7.306348085403442383e-01,2.721121907234191895e-01,9.486300468444824219e+00,3.533007144927978516e+00
7.375981807708740234e-01,2.739501893520355225e-01,9.576709747314453125e+00,3.556870937347412109e+00
7.445614933967590332e-01,2.757820188999176025e-01,9.667119026184082031e+00,3.580654859542846680e+00
7.515248656272888184e-01,2.776077389717102051e-01,9.757529258728027344e+00,3.604359149932861328e+00
7.584881782531738281e-01,2.794273495674133301e-01,9.847938537597656250e+00,3.627984523773193359e+00
7.654514908790588379e-01,2.812409102916717529e-01,9.938347816467285156e+00,3.651530981063842773e+00
7.724148631095886230e-01,2.830483913421630859e-01,1.002875709533691406e+01,3.674998760223388672e+00
7.793782353401184082e-01,2.848498523235321045e-01,1.011916732788085938e+01,3.698388338088989258e+00
7.863415479660034180e-01,2.866452932357788086e-01,1.020957660675048828e+01,3.721699714660644531e+00
7.933048605918884277e-01,2.884347736835479736e-01,1.029998588562011719e+01,3.744933605194091797e+00
8.002682328224182129e-01,2.902182936668395996e-01,1.039039516448974609e+01,3.768090248107910156e+00
8.072315454483032227e-01,2.919958829879760742e-01,1.048080444335937500e+01,3.791169643402099609e+00
8.141949176788330078e-01,2.937676012516021729e-01,1.057121467590332031e+01,3.814173221588134766e+00
8.211582303047180176e-01,2.955334186553955078e-01,1.066162395477294922e+01,3.837099790573120117e+00
8.281215429306030273e-01,2.972933948040008545e-01,1.075203323364257812e+01,3.859950780868530273e+00
8.350849151611328125e-01,2.990475594997406006e-01,1.084244251251220703e+01,3.882726192474365234e+00
8.420482277870178223e-01,3.007959127426147461e-01,1.093285179138183594e+01,3.905426263809204102e+00
8.490116000175476074e-01,3.025384843349456787e-01,1.102326202392578125e+01,3.928050994873046875e+00
8.559749126434326172e-01,3.042753040790557861e-01,1.111367130279541016e+01,3.950601339340209961e+00
8.629382252693176270e-01,3.060064017772674561e-01,1.120408058166503906e+01,3.973077297210693359e+00
8.699015974998474121e-01,3.077317774295806885e-01,1.129448986053466797e+01,3.995478868484497070e+00
8.768649101257324219e-01,3.094514608383178711e-01,1.138489913940429688e+01,4.017806529998779297e+00
8.838282823562622070e-01,3.111654520034790039e-01,1.147530937194824219e+01,4.040060520172119141e+00
8.907915949821472168e-01,3.128737807273864746e-01,1.156571865081787109e+01,4.062241077423095703e+00
8.977549672126770020e-01,3.145765364170074463e-01,1.165612792968750000e+01,4.084348678588867188e+00
9.047182798385620117e-01,3.162736594676971436e-01,1.174653720855712891e+01,4.106383800506591797e+00
9.116816520690917969e-01,3.179651796817779541e-01,1.183694744110107422e+01,4.128345966339111328e+00
9.186449646949768066e-01,3.196511268615722656e-01,1.192735671997070312e+01,4.150235652923583984e+00
9.256082773208618164e-01,3.213315010070800781e-01,1.201776599884033203e+01,4.172052860260009766e+00
9.325716495513916016e-01,3.230063617229461670e-01,1.210817527770996094e+01,4.193798542022705078e+00
9.395349621772766113e-01,3.246757090091705322e-01,1.219858455657958984e+01,4.215472698211669922e+00
9.464983344078063965e-01,3.263395428657531738e-01,1.228899478912353516e+01,4.237075328826904297e+00
9.534616470336914062e-01,3.279978632926940918e-01,1.237940406799316406e+01,4.258606433868408203e+00
9.604249596595764160e-01,3.296507298946380615e-01,1.246981334686279297e+01,4.280066967010498047e+00
9.673883318901062012e-01,3.312981724739074707e-01,1.256022262573242188e+01,4.301456451416015625e+00
9.743516445159912109e-01,3.329401314258575439e-01,1.265063190460205078e+01,4.322775363922119141e+00
9.813150167465209961e-01,3.345767259597778320e-01,1.274104213714599609e+01,4.344024181365966797e+00
9.882783293724060059e-01,3.362078666687011719e-01,1.283145141601562500e+01,4.365202426910400391e+00
9.952416419982910156e-01,3.378336131572723389e-01,1.292186069488525391e+01,4.386310577392578125e+00
1.002205014228820801e+00,3.394539058208465576e-01,1.301226997375488281e+01,4.407347679138183594e+00
1.009168386459350586e+00,3.410688340663909912e-01,1.310268020629882812e+01,4.428315162658691406e+00
1.016131639480590820e+00,3.426783382892608643e-01,1.319308853149414062e+01,4.449212551116943359e+00
1.023095011711120605e+00,3.442824780941009521e-01,1.328349876403808594e+01,4.470040321350097656e+00
1.030058383941650391e+00,3.458812534809112549e-01,1.337390804290771484e+01,4.490797996520996094e+00
1.037021756172180176e+00,3.474747538566589355e-01,1.346431827545166016e+01,4.511487483978271484e+00
1.043985009193420410e+00,3.490629196166992188e-01,1.355472660064697266e+01,4.532107830047607422e+00
1.050948381423950195e+00,3.506458103656768799e-01,1.364513683319091797e+01,4.552659511566162109e+00
1.057911753654479980e+00,3.522233963012695312e-01,1.373554611206054688e+01,4.573142051696777344e+00
1.064875006675720215e+00,3.537957072257995605e-01,1.382595539093017578e+01,4.593556404113769531e+00
1.071838378906250000e+00,3.553627133369445801e-01,1.391636466979980469e+01,4.613902091979980469e+00
1.078801751136779785e+00,3.569244742393493652e-01,1.400677490234375000e+01,4.634179115295410156e+00
1.085765123367309570e+00,3.584809601306915283e-01,1.409718513488769531e+01,4.654387950897216797e+00
1.092728376388549805e+00,3.600321114063262939e-01,1.418759346008300781e+01,4.674527645111083984e+00
1.099691748619079590e+00,3.615781366825103760e-01,1.427800273895263672e+01,4.694600582122802734e+00
1.106655120849609375e+00,3.631188869476318359e-01,1.436841297149658203e+01,4.714605331420898438e+00
1.113618373870849609e+00,3.646544814109802246e-01,1.445882129669189453e+01,4.734542846679687500e+00
1.120581746101379395e+00,3.661849498748779297e-01,1.454923152923583984e+01,4.754414081573486328e+00
1.127545118331909180e+00,3.677102327346801758e-01,1.463964080810546875e+01,4.774217605590820312e+00
1.134508490562438965e+00,3.692304193973541260e-01,1.473005104064941406e+01,4.793955326080322266e+00
1.141471743583679199e+00,3.707454502582550049e-01,1.482045936584472656e+01,4.813625812530517578e+00
1.148435115814208984e+00,3.722553253173828125e-01,1.491086959838867188e+01,4.833229541778564453e+00
1.155398488044738770e+00,3.737601339817047119e-01,1.500127887725830078e+01,4.852767467498779297e+00
1.162361741065979004e+00,3.752598166465759277e-01,1.509168815612792969e+01,4.872238636016845703e+00
1.169325113296508789e+00,3.767543733119964600e-01,1.518209743499755859e+01,4.891643524169921875e+00
1.176288485527038574e+00,3.782438933849334717e-01,1.527250766754150391e+01,4.910983085632324219e+00
1.183251857757568359e+00,3.797284066677093506e-01,1.536291790008544922e+01,4.930257320404052734e+00
1.190215110778808594e+00,3.812078237533569336e-01,1.545332622528076172e+01,4.949465751647949219e+00
1.197178483009338379e+00,3.826823234558105469e-01,1.554373550415039062e+01,4.968609809875488281e+00
1.204141855239868164e+00,3.841518163681030273e-01,1.563414573669433594e+01,4.987689495086669922e+00
1.211105108261108398e+00,3.856163024902343750e-01,1.572455406188964844e+01,5.006703853607177734e+00
1.218068480491638184e+00,3.870759308338165283e-01,1.581496429443359375e+01,5.025654792785644531e+00
1.225031852722167969e+00,3.885305225849151611e-01,1.590537357330322266e+01,5.044540882110595703e+00
1.231995224952697754e+00,3.899801969528198242e-01,1.599578380584716797e+01,5.063363075256347656e+00
1.238958597183227539e+00,3.914250135421752930e-01,1.608619308471679688e+01,5.082121849060058594e+00
1.245921850204467773e+00,3.928648829460144043e-01,1.617660140991210938e+01,5.100816726684570312e+00
1.252885222434997559e+00,3.942998349666595459e-01,1.626701164245605469e+01,5.119447708129882812e+00
1.259848475456237793e+00,3.957299590110778809e-01,1.635741996765136719e+01,5.138015747070312500e+00
1.266811847686767578e+00,3.971551954746246338e-01,1.644783020019531250e+01,5.156520366668701172e+00
1.273775219917297363e+00,3.985756039619445801e-01,1.653824043273925781e+01,5.174962520599365234e+00
1.280738592147827148e+00,3.999911546707153320e-01,1.662865066528320312e+01,5.193341732025146484e+00
1.287701845169067383e+00,4.014019668102264404e-01,1.671905899047851562e+01,5.211658954620361328e+00
1.294665217399597168e+00,4.028079509735107422e-01,1.680946922302246094e+01,5.229913711547851562e+00
1.301628470420837402e+00,4.042092263698577881e-01,1.689987754821777344e+01,5.248107433319091797e+00
1.308591961860656738e+00,4.056057333946228027e-01,1.699028778076171875e+01,5.266239166259765625e+00
1.315555214881896973e+00,4.069975018501281738e-01,1.708069610595703125e+01,5.284309387207031250e+00
1.322518587112426758e+00,4.083845913410186768e-01,1.717110633850097656e+01,5.302319049835205078e+00
1.329481959342956543e+00,4.097669720649719238e-01,1.726151657104492188e+01,5.320267200469970703e+00
1.336445212364196777e+00,4.111446142196655273e-01,1.735192489624023438e+01,5.338154315948486328e+00
1.343408584594726562e+00,4.125176966190338135e-01,1.744233512878417969e+01,5.355981826782226562e+00
1.350371956825256348e+00,4.138860702514648438e-01,1.753274536132812500e+01,5.373748302459716797e+00
1.357335209846496582e+00,4.152498543262481689e-01,1.762315368652343750e+01,5.391455173492431641e+00
1.364298582077026367e+00,4.166089892387390137e-01,1.771356391906738281e+01,5.409101486206054688e+00
1.371261835098266602e+00,4.179635941982269287e-01,1.780397224426269531e+01,5.426689147949218750e+00
1.378225088119506836e+00,4.193135499954223633e-01,1.789438056945800781e+01,5.444216728210449219e+00
1.385188579559326172e+00,4.206589460372924805e-01,1.798479080200195312e+01,5.461684703826904297e+00
1.392151951789855957e+00,4.219998121261596680e-01,1.807520103454589844e+01,5.479094028472900391e+00
1.399115324020385742e+00,4.233361184597015381e-01,1.816561126708984375e+01,5.496444225311279297e+00
1.406078577041625977e+00,4.246679246425628662e-01,1.825601959228515625e+01,5.513735771179199219e+00
1.413041949272155762e+00,4.259952008724212646e-01,1.834642982482910156e+01,5.530968666076660156e+00
1.420005321502685547e+00,4.273180365562438965e-01,1.843684005737304688e+01,5.548143863677978516e+00
1.426968574523925781e+00,4.286363422870635986e-01,1.852724838256835938e+01,5.565260410308837891e+00
1.433932065963745117e+00,4.299502372741699219e-01,1.861765861511230469e+01,5.582319736480712891e+00
1.440895199775695801e+00,4.312596917152404785e-01,1.870806694030761719e+01,5.599320888519287109e+00
1.447858691215515137e+00,4.325647652149200439e-01,1.879847717285156250e+01,5.616265773773193359e+00
1.454821944236755371e+00,4.338654279708862305e-01,1.888888549804687500e+01,5.633152961730957031e+00
1.461785316467285156e+00,4.351617097854614258e-01,1.897929573059082031e+01,5.649983406066894531e+00
1.468748688697814941e+00,4.364536404609680176e-01,1.906970596313476562e+01,5.666757583618164062e+00
1.475711941719055176e+00,4.377412199974060059e-01,1.916011428833007812e+01,5.683475017547607422e+00
1.482675313949584961e+00,4.390244781970977783e-01,1.925052452087402344e+01,5.700136184692382812e+00
1.489638686180114746e+00,4.403034150600433350e-01,1.934093475341796875e+01,5.716741561889648438e+00
1.496602177619934082e+00,4.415780305862426758e-01,1.943134498596191406e+01,5.733290672302246094e+00
1.503565430641174316e+00,4.428484141826629639e-01,1.952175331115722656e+01,5.749784946441650391e+00
1.510528683662414551e+00,4.441145062446594238e-01,1.961216163635253906e+01,5.766223430633544922e+00
1.517492055892944336e+00,4.453763365745544434e-01,1.970257186889648438e+01,5.782606601715087891e+00
1.524455308914184570e+00,4.466339647769927979e-01,1.979298019409179688e+01,5.798934936523437500e+00
1.531418681144714355e+00,4.478873610496520996e-01,1.988339042663574219e+01,5.815208911895751953e+00
1.538382053375244141e+00,4.491365849971771240e-01,1.997380065917968750e+01,5.831428050994873047e+00
1.545345425605773926e+00,4.503816068172454834e-01,2.006421089172363281e+01,5.847593307495117188e+00
1.552308678627014160e+00,4.516224563121795654e-01,2.015461921691894531e+01,5.863703727722167969e+00
1.559272050857543945e+00,4.528591632843017578e-01,2.024502944946289062e+01,5.879760742187500000e+00
1.566235303878784180e+00,4.540917277336120605e-01,2.033543777465820312e+01,5.895763874053955078e+00
1.573198556900024414e+00,4.553201496601104736e-01,2.042584609985351562e+01,5.911713600158691406e+00
1.580162048339843750e+00,4.565444886684417725e-01,2.051625633239746094e+01,5.927609920501708984e+00
1.587125420570373535e+00,4.577647447586059570e-01,2.060666656494140625e+01,5.943453311920166016e+00
1.594088792800903320e+00,4.589808881282806396e-01,2.069707679748535156e+01,5.959243297576904297e+00
1.601052045822143555e+00,4.601930677890777588e-01,2.078748512268066406e+01,5.974981784820556641e+00
1.608015418052673340e+00,4.614011347293853760e-01,2.087789535522460938e+01,5.990666866302490234e+00
1.614978790283203125e+00,4.626051783561706543e-01,2.096830558776855469e+01,6.006299495697021484e+00
1.621942043304443359e+00,4.638052284717559814e-01,2.105871391296386719e+01,6.021880626678466797e+00
1.628905534744262695e+00,4.650012552738189697e-01,2.114912414550781250e+01,6.037409305572509766e+00
1.635868668556213379e+00,4.661933481693267822e-01,2.123953247070312500e+01,6.052886962890625000e+00
1.642832159996032715e+00,4.673813879489898682e-01,2.132994270324707031e+01,6.068312168121337891e+00
1.649795413017272949e+00,4.685655534267425537e-01,2.142035102844238281e+01,6.083686828613281250e+00
1.656758785247802734e+00,4.697456955909729004e-01,2.151076126098632812e+01,6.099009513854980469e+00
1.663722157478332520e+00,4.709219932556152344e-01,2.160117149353027344e+01,6.114282131195068359e+00
1.670685410499572754e+00,4.720943272113800049e-01,2.169157981872558594e+01,6.129503250122070312e+00
1.677648782730102539e+00,4.732628464698791504e-01,2.178199005126953125e+01,6.144674777984619141e+00
1.684612154960632324e+00,4.744273722171783447e-01,2.187240028381347656e+01,6.159794807434082031e+00
1.691575646400451660e+00,4.755880534648895264e-01,2.196281051635742188e+01,6.174864768981933594e+00
1.698538899421691895e+00,4.767449200153350830e-01,2.205321884155273438e+01,6.189885139465332031e+00
1.705502152442932129e+00,4.778979718685150146e-01,2.214362716674804688e+01,6.204855918884277344e+00
1.712465524673461914e+00,4.790471494197845459e-01,2.223403739929199219e+01,6.219776153564453125e+00
1.719428777694702148e+00,4.801925420761108398e-01,2.232444572448730469e+01,6.234647750854492188e+00
1.726392149925231934e+00,4.813340902328491211e-01,2.241485595703125000e+01,6.249469280242919922e+00
1.733355522155761719e+00,4.824719130992889404e-01,2.250526618957519531e+01,6.264242172241210938e+00
1.740318775177001953e+00,4.836059510707855225e-01,2.259567451477050781e+01,6.278965950012207031e+00
1.747282147407531738e+00,4.847362041473388672e-01,2.268608474731445312e+01,6.293641090393066406e+00
1.754245519638061523e+00,4.858627021312713623e-01,2.277649497985839844e+01,6.308267116546630859e+00
1.761208772659301758e+00,4.869855046272277832e-01,2.286690330505371094e+01,6.322844982147216797e+00
1.768172025680541992e+00,4.881045818328857422e-01,2.295731163024902344e+01,6.337374687194824219e+00
1.775135517120361328e+00,4.892199337482452393e-01,2.304772186279296875e+01,6.351856231689453125e+00
1.782098889350891113e+00,4.903316199779510498e-01,2.313813209533691406e+01,6.366289615631103516e+00
1.789062142372131348e+00,4.914395809173583984e-01,2.322854042053222656e+01,6.380675315856933594e+00
1.796025514602661133e+00,4.925438761711120605e-01,2.331895065307617188e+01,6.395012855529785156e+00
1.802988886833190918e+00,4.936445355415344238e-01,2.340936088562011719e+01,6.409303665161132812e+00
1.809952259063720703e+00,4.947415590286254883e-01,2.349977111816406250e+01,6.423546791076660156e+00
1.816915512084960938e+00,4.958349466323852539e-01,2.359017944335937500e+01,6.437743186950683594e+00
1.823879003524780273e+00,4.969247281551361084e-01,2.368058967590332031e+01,6.451892375946044922e+00
1.830842137336730957e+00,4.980108737945556641e-01,2.377099800109863281e+01,6.465994358062744141e+00
1.837805390357971191e+00,4.990934431552886963e-01,2.386140632629394531e+01,6.480050086975097656e+00
1.844768881797790527e+00,5.001724362373352051e-01,2.395181655883789062e+01,6.494059562683105469e+00
1.851732254028320312e+00,5.012478232383728027e-01,2.404222679138183594e+01,6.508021831512451172e+00
1.858695626258850098e+00,5.023196339607238770e-01,2.413263702392578125e+01,6.521937847137451172e+00
1.865658879280090332e+00,5.033878684043884277e-01,2.422304534912109375e+01,6.535807609558105469e+00
1.872622251510620117e+00,5.044525861740112305e-01,2.431345558166503906e+01,6.549631118774414062e+00
1.879585623741149902e+00,5.055137276649475098e-01,2.440386581420898438e+01,6.563408851623535156e+00
1.886548876762390137e+00,5.065714120864868164e-01,2.449427413940429688e+01,6.577141284942626953e+00
1.893512368202209473e+00,5.076255798339843750e-01,2.458468437194824219e+01,6.590828418731689453e+00
1.900475621223449707e+00,5.086762309074401855e-01,2.467509269714355469e+01,6.604469776153564453e+00
1.907438993453979492e+00,5.097234249114990234e-01,2.476550292968750000e+01,6.618065834045410156e+00
1.914402246475219727e+00,5.107671618461608887e-01,2.485591125488281250e+01,6.631617546081542969e+00
1.921365618705749512e+00,5.118073821067810059e-01,2.494632148742675781e+01,6.645123481750488281e+00
1.928328990936279297e+00,5.128442049026489258e-01,2.503673171997070312e+01,6.658585071563720703e+00
1.935292243957519531e+00,5.138775706291198730e-01,2.512714004516601562e+01,6.672001838684082031e+00
1.942255616188049316e+00,5.149075388908386230e-01,2.521755027770996094e+01,6.685374736785888672e+00
1.949218988418579102e+00,5.159340500831604004e-01,2.530796051025390625e+01,6.698702335357666016e+00
1.956182241439819336e+00,5.169572234153747559e-01,2.539836883544921875e+01,6.711987018585205078e+00
1.963145732879638672e+00,5.179769396781921387e-01,2.548877906799316406e+01,6.725226879119873047e+00
1.970108985900878906e+00,5.189933180809020996e-01,2.557918739318847656e+01,6.738422870635986328e+00
1.977072358131408691e+00,5.200062990188598633e-01,2.566959762573242188e+01,6.751574993133544922e+00
1.984035611152648926e+00,5.210159420967102051e-01,2.576000595092773438e+01,6.764684200286865234e+00
1.990998983383178711e+00,5.220222473144531250e-01,2.585041618347167969e+01,6.777749538421630859e+00
1.997962355613708496e+00,5.230252146720886230e-01,2.594082641601562500e+01,6.790771484375000000e+00
2.004925727844238281e+00,5.240247845649719238e-01,2.603123664855957031e+01,6.803749561309814453e+00
2.011888980865478516e+00,5.250210762023925781e-01,2.612164497375488281e+01,6.816685199737548828e+00
2.018852233886718750e+00,5.260139703750610352e-01,2.621205329895019531e+01,6.829576492309570312e+00
2.025815725326538086e+00,5.270035862922668457e-01,2.630246353149414062e+01,6.842425346374511719e+00
2.032778978347778320e+00,5.279899239540100098e-01,2.639287185668945312e+01,6.855231761932373047e+00
2.039742469787597656e+00,5.289729237556457520e-01,2.648328399658203125e+01,6.867994785308837891e+00
2.046705722808837891e+00,5.299527049064636230e-01,2.657369232177734375e+01,6.880715847015380859e+00
2.053668975830078125e+00,5.309292078018188477e-01,2.666410064697265625e+01,6.893394470214843750e+00
2.060632467269897461e+00,5.319024920463562012e-01,2.675451278686523438e+01,6.906031131744384766e+00
2.067595720291137695e+00,5.328725576400756836e-01,2.684492111206054688e+01,6.918625831604003906e+00
2.074558973312377930e+00,5.338393449783325195e-01,2.693532943725585938e+01,6.931178569793701172e+00
2.081522464752197266e+00,5.348029732704162598e-01,2.702574157714843750e+01,6.943689823150634766e+00
2.088485717773437500e+00,5.357633829116821289e-01,2.711614990234375000e+01,6.956159591674804688e+00
2.095448970794677734e+00,5.367205739021301270e-01,2.720655822753906250e+01,6.968587398529052734e+00
2.102412462234497070e+00,5.376746058464050293e-01,2.729696846008300781e+01,6.980974197387695312e+00
2.109375715255737305e+00,5.386254191398620605e-01,2.738737678527832031e+01,6.993319034576416016e+00
2.116338968276977539e+00,5.395730733871459961e-01,2.747778511047363281e+01,7.005623340606689453e+00
2.123302459716796875e+00,5.405175685882568359e-01,2.756819725036621094e+01,7.017886161804199219e+00
2.130265712738037109e+00,5.414588451385498047e-01,2.765860557556152344e+01,7.030107498168945312e+00
2.137229204177856445e+00,5.423970222473144531e-01,2.774901771545410156e+01,7.042288303375244141e+00
2.144192457199096680e+00,5.433320403099060059e-01,2.783942604064941406e+01,7.054428100585937500e+00
2.151155710220336914e+00,5.442639589309692383e-01,2.792983436584472656e+01,7.066527843475341797e+00
2.158119201660156250e+00,5.451927185058593750e-01,2.802024459838867188e+01,7.078586578369140625e+00
2.165082454681396484e+00,5.461184382438659668e-01,2.811065292358398438e+01,7.090605735778808594e+00
2.172045707702636719e+00,5.470410585403442383e-01,2.820106124877929688e+01,7.102584838867187500e+00
2.179009199142456055e+00,5.479606389999389648e-01,2.829147338867187500e+01,7.114524364471435547e+00
2.185972452163696289e+00,5.488771200180053711e-01,2.838188171386718750e+01,7.126423358917236328e+00
2.192935705184936523e+00,5.497905611991882324e-01,2.847229003906250000e+01,7.138283252716064453e+00
2.199899196624755859e+00,5.507009625434875488e-01,2.856270217895507812e+01,7.150103569030761719e+00
2.206862449645996094e+00,5.516082644462585449e-01,2.865311050415039062e+01,7.161883831024169922e+00
2.213825702667236328e+00,5.525125265121459961e-01,2.874351882934570312e+01,7.173624515533447266e+00
2.220789194107055664e+00,5.534137487411499023e-01,2.883392906188964844e+01,7.185325622558593750e+00
2.227752447128295898e+00,5.543119311332702637e-01,2.892433738708496094e+01,7.196987152099609375e+00
2.234715938568115234e+00,5.552070736885070801e-01,2.901474952697753906e+01,7.208609580993652344e+00
2.241679191589355469e+00,5.560992956161499023e-01,2.910515785217285156e+01,7.220193862915039062e+00
2.248642444610595703e+00,5.569884777069091797e-01,2.919556617736816406e+01,7.231738567352294922e+00
2.255605936050415039e+00,5.578747391700744629e-01,2.928597831726074219e+01,7.243245601654052734e+00
2.262569189071655273e+00,5.587580204010009766e-01,2.937638664245605469e+01,7.254713535308837891e+00
2.269532442092895508e+00,5.596383810043334961e-01,2.946679496765136719e+01,7.266143798828125000e+00
2.276495933532714844e+00,5.605157613754272461e-01,2.955720710754394531e+01,7.277535438537597656e+00
2.283459186553955078e+00,5.613902211189270020e-01,2.964761543273925781e+01,7.288888931274414062e+00
2.290422439575195312e+00,5.622617006301879883e-01,2.973802375793457031e+01,7.300204277038574219e+00
2.297385931015014648e+00,5.631303191184997559e-01,2.982843399047851562e+01,7.311481952667236328e+00
2.304349184036254883e+00,5.639959573745727539e-01,2.991884231567382812e+01,7.322721004486083984e+00
2.311312437057495117e+00,5.648586750030517578e-01,3.000925064086914062e+01,7.333922386169433594e+00
2.318275928497314453e+00,5.657185316085815430e-01,3.009966278076171875e+01,7.345086574554443359e+00
2.325239181518554688e+00,5.665754675865173340e-01,3.019007110595703125e+01,7.356212615966796875e+00
2.332202434539794922e+00,5.674295425415039062e-01,3.028047943115234375e+01,7.367301464080810547e+00
2.339165925979614258e+00,5.682807564735412598e-01,3.037089157104492188e+01,7.378353595733642578e+00
2.346129179000854492e+00,5.691291093826293945e-01,3.046129989624023438e+01,7.389368057250976562e+00
2.353092670440673828e+00,5.699746608734130859e-01,3.055171012878417969e+01,7.400346279144287109e+00
2.360055923461914062e+00,5.708173513412475586e-01,3.064211845397949219e+01,7.411287784576416016e+00
2.367019176483154297e+00,5.716571807861328125e-01,3.073252677917480469e+01,7.422191619873046875e+00
2.373982667922973633e+00,5.724942684173583984e-01,3.082293891906738281e+01,7.433060169219970703e+00
2.380945920944213867e+00,5.733284950256347656e-01,3.091334724426269531e+01,7.443891525268554688e+00
2.387909173965454102e+00,5.741599202156066895e-01,3.100375556945800781e+01,7.454686164855957031e+00
2.394872665405273438e+00,5.749886035919189453e-01,3.109416770935058594e+01,7.465445518493652344e+00
2.401835918426513672e+00,5.758144259452819824e-01,3.118457603454589844e+01,7.476167678833007812e+00
2.408799171447753906e+00,5.766375064849853516e-01,3.127498435974121094e+01,7.486854553222656250e+00
2.415762662887573242e+00,5.774577856063842773e-01,3.136539459228515625e+01,7.497504711151123047e+00
2.422725915908813477e+00,5.782752633094787598e-01,3.145580291748046875e+01,7.508118629455566406e+00
2.429689168930053711e+00,5.790899991989135742e-01,3.154621315002441406e+01,7.518696784973144531e+00
2.436652660369873047e+00,5.799019932746887207e-01,3.163662338256835938e+01,7.529239177703857422e+00
2.443615913391113281e+00,5.807112455368041992e-01,3.172703170776367188e+01,7.539746284484863281e+00
2.450579404830932617e+00,5.815178155899047852e-01,3.181744384765625000e+01,7.550218582153320312e+00
2.457542657852172852e+00,5.823216438293457031e-01,3.190785217285156250e+01,7.560655117034912109e+00
2.464505910873413086e+00,5.831227898597717285e-01,3.199826049804687500e+01,7.571056842803955078e+00
2.471469402313232422e+00,5.839212536811828613e-01,3.208867263793945312e+01,7.581424236297607422e+00
2.478432655334472656e+00,5.847169756889343262e-01,3.217908096313476562e+01,7.591755390167236328e+00
2.485395908355712891e+00,5.855100750923156738e-01,3.226948928833007812e+01,7.602052688598632812e+00
2.492359399795532227e+00,5.863004922866821289e-01,3.235990142822265625e+01,7.612315177917480469e+00
