x_mm,contour_wall,center,center_T,center_g,contour_g,side_wall_mid
8.392363739013671875e+01,2.153053879737854004e-01,2.153617888689041138e-01,2.097356719970703125e+02,1.081288233399391174e-02,0.000000000000000000e+00,2.153410762548446655e-01
8.434965515136718750e+01,2.145565003156661987e-01,2.146125584840774536e-01,2.095429077148437500e+02,1.081571821123361588e-02,5.861380835120997542e-30,2.145916670560836792e-01
8.477567291259765625e+01,2.138125449419021606e-01,2.138682752847671509e-01,2.093508605957031250e+02,1.081848982721567154e-02,0.000000000000000000e+00,2.138473093509674072e-01
8.520168304443359375e+01,2.130738794803619385e-01,2.131290137767791748e-01,2.091595153808593750e+02,1.082119718194007874e-02,0.000000000000000000e+00,2.131082266569137573e-01
8.562770080566406250e+01,2.123400270938873291e-01,2.123948484659194946e-01,2.089688720703125000e+02,1.082384213805198669e-02,1.112439630137964764e-29,2.123738229274749756e-01
8.605370330810546875e+01,2.116107046604156494e-01,2.116657346487045288e-01,2.087789001464843750e+02,1.082642842084169388e-02,0.000000000000000000e+00,2.116443365812301636e-01
8.647972106933593750e+01,2.108854353427886963e-01,2.109407633543014526e-01,2.085894622802734375e+02,1.082895509898662567e-02,0.000000000000000000e+00,2.109200209379196167e-01
8.690573883056640625e+01,2.101658880710601807e-01,2.102201730012893677e-01,2.084005279541015625e+02,1.083142403513193130e-02,0.000000000000000000e+00,2.102004140615463257e-01
8.733174896240234375e+01,2.094513475894927979e-01,2.095045000314712524e-01,2.082122955322265625e+02,1.083384174853563309e-02,0.000000000000000000e+00,2.094859629869461060e-01
8.775776672363281250e+01,2.087410986423492432e-01,2.087934315204620361e-01,2.080246734619140625e+02,1.083620451390743256e-02,0.000000000000000000e+00,2.087766826152801514e-01
8.818377685546875000e+01,2.080357521772384644e-01,2.080867141485214233e-01,2.078377227783203125e+02,1.083851698786020279e-02,1.836199062718911672e-29,2.080723643302917480e-01
8.860979461669921875e+01,2.073360234498977661e-01,2.073850035667419434e-01,2.076514892578125000e+02,1.084077730774879456e-02,0.000000000000000000e+00,2.073735296726226807e-01
8.903581237792968750e+01,2.066409587860107422e-01,2.066880166530609131e-01,2.074660034179687500e+02,1.084298547357320786e-02,0.000000000000000000e+00,2.066805511713027954e-01
8.946181488037109375e+01,2.059514820575714111e-01,2.059952169656753540e-01,2.072810211181640625e+02,1.084514427930116653e-02,0.000000000000000000e+00,2.059940099716186523e-01
8.988783264160156250e+01,2.052684277296066284e-01,2.053069472312927246e-01,2.070966796875000000e+02,1.084725931286811829e-02,0.000000000000000000e+00,2.053138911724090576e-01
9.031384277343750000e+01,2.045917510986328125e-01,2.046230584383010864e-01,2.069130249023437500e+02,1.084932871162891388e-02,0.000000000000000000e+00,2.046417593955993652e-01
9.073986053466796875e+01,2.039235383272171021e-01,2.039434611797332764e-01,2.067299652099609375e+02,1.085134781897068024e-02,0.000000000000000000e+00,2.039789855480194092e-01
9.116587829589843750e+01,2.032655626535415649e-01,2.032685726881027222e-01,2.065476226806640625e+02,1.085332781076431274e-02,0.000000000000000000e+00,2.033273279666900635e-01
9.159188842773437500e+01,2.026191055774688721e-01,2.025979459285736084e-01,2.063659667968750000e+02,1.085526216775178909e-02,4.013749440967457471e-31,2.026894837617874146e-01
9.201790618896484375e+01,2.019896954298019409e-01,2.019323110580444336e-01,2.061850585937500000e+02,1.085715368390083313e-02,4.149466470380062905e-30,2.020691782236099243e-01
9.244391632080078125e+01,2.013804465532302856e-01,2.012712955474853516e-01,2.060048828125000000e+02,1.085900887846946716e-02,0.000000000000000000e+00,2.014711201190948486e-01
9.286992645263671875e+01,2.007988840341567993e-01,2.006143629550933838e-01,2.058253784179687500e+02,1.086082402616739273e-02,0.000000000000000000e+00,2.009017318487167358e-01
9.329594421386718750e+01,2.002576291561126709e-01,1.999628394842147827e-01,2.056468963623046875e+02,1.086259819567203522e-02,0.000000000000000000e+00,2.003709077835083008e-01
9.372195434570312500e+01,1.997601389884948730e-01,1.993172466754913330e-01,2.054694061279296875e+02,1.086433511227369308e-02,0.000000000000000000e+00,1.998817771673202515e-01
9.414797210693359375e+01,1.993606686592102051e-01,1.986767202615737915e-01,2.052932281494140625e+02,1.086603291332721710e-02,0.000000000000000000e+00,1.994859576225280762e-01
9.457398986816406250e+01,1.989380866289138794e-01,1.980421841144561768e-01,2.051170501708984375e+02,1.086771115660667419e-02,0.000000000000000000e+00,1.990561485290527344e-01
9.500000000000000000e+01,1.988608241081237793e-01,1.974214613437652588e-01,2.049479522705078125e+02,1.086852978914976120e-02,0.000000000000000000e+00,1.989506781101226807e-01
