x_mm,contour_wall,contour_g
-9.504605084657669067e+00,8.761532265744031989e-01,0.000000000000000000e+00
-9.069021791219711304e+00,8.677773060563738206e-01,0.000000000000000000e+00
-8.632725104689598083e+00,8.586186145674623571e-01,0.000000000000000000e+00
-8.195712231099605560e+00,8.492438129549686465e-01,0.000000000000000000e+00
-7.757980376482009888e+00,8.384563600389368654e-01,0.000000000000000000e+00
-7.319533266127109528e+00,8.276270473590655596e-01,0.000000000000000000e+00
-6.880374159663915634e+00,8.154625206323006248e-01,0.000000000000000000e+00
-6.440512835979461670e+00,8.027067991366175770e-01,0.000000000000000000e+00
-5.999961867928504944e+00,7.890189870069409528e-01,0.000000000000000000e+00
-5.558736622333526611e+00,7.744608488869137997e-01,0.000000000000000000e+00
-5.116856656968593597e+00,7.589829862874555300e-01,0.000000000000000000e+00
-4.674346186220645905e+00,7.425801750042322347e-01,0.000000000000000000e+00
-4.231235012412071228e+00,7.252452069578466665e-01,0.000000000000000000e+00
-3.787554800510406494e+00,7.069930273404435583e-01,0.000000000000000000e+00
-3.343343036249279976e+00,6.878559733155578115e-01,0.000000000000000000e+00
-2.898643258959054947e+00,6.678920401642119975e-01,0.000000000000000000e+00
-2.453503198921680450e+00,6.472031329355002471e-01,4.267970195286176205e-34
-2.007975475862622261e+00,6.260052956238361110e-01,0.000000000000000000e+00
-1.562119228765368462e+00,6.046628338200440433e-01,9.282717257970366386e-34
-1.115997438319027424e+00,5.838215649864567647e-01,0.000000000000000000e+00
-6.696796044707298279e-01,5.645174025520568462e-01,0.000000000000000000e+00
-2.232403494417667389e-01,5.481424977780599006e-01,0.000000000000000000e+00
2.129922359017655253e-01,5.382792661249364841e-01,2.425570144784402839e-32
6.389762274920940399e-01,5.319209465464702635e-01,0.000000000000000000e+00
1.064958632923662663e+00,5.246939211422888549e-01,0.000000000000000000e+00
1.490938826464116573e+00,5.171654459222109201e-01,0.000000000000000000e+00
1.916915876790881157e+00,5.097227402340444025e-01,0.000000000000000000e+00
2.342889318242669106e+00,5.025483867127983340e-01,0.000000000000000000e+00
2.768859034404158592e+00,4.956578265193837818e-01,3.570020424485442997e-33
3.194824792444705963e+00,4.890233515320805968e-01,0.000000000000000000e+00
3.620785893872380257e+00,4.825804196821567582e-01,0.000000000000000000e+00
4.046743270009756088e+00,4.762978510665312193e-01,0.000000000000000000e+00
4.472696222364902496e+00,4.701836142500423477e-01,0.000000000000000000e+00
4.898645915091037750e+00,4.642602592792449689e-01,1.030537912302331877e-31
5.324591416865587234e+00,4.585290756729304418e-01,0.000000000000000000e+00
5.750533193349838257e+00,4.529974037688335731e-01,0.000000000000000000e+00
6.176472641527652740e+00,4.476820734404096669e-01,5.043336848537714446e-32
6.602409761399030685e+00,4.425853992085660993e-01,0.000000000000000000e+00
7.028344552963972092e+00,4.376966020187912920e-01,0.000000000000000000e+00
7.454277481883764267e+00,4.330144584814626940e-01,0.000000000000000000e+00
7.880209013819694519e+00,4.285341081026747823e-01,0.000000000000000000e+00
8.306181989610195160e+00,4.242524097469104194e-01,0.000000000000000000e+00
8.732195943593978882e+00,4.200966874576773091e-01,0.000000000000000000e+00
9.158210828900337219e+00,4.160957074233959663e-01,0.000000000000000000e+00
9.584223851561546326e+00,4.122270518558490138e-01,0.000000000000000000e+00
1.001023780554533005e+01,4.085087078889453327e-01,0.000000000000000000e+00
1.043625269085168839e+01,4.049429569790079508e-01,0.000000000000000000e+00
1.086226571351289749e+01,4.015057281085999685e-01,0.000000000000000000e+00
1.128827966749668121e+01,3.981816462459793482e-01,0.000000000000000000e+00
1.171429455280303955e+01,3.949697855827831172e-01,0.000000000000000000e+00
1.214030664414167404e+01,3.918528202767902480e-01,0.000000000000000000e+00
1.256632059812545776e+01,3.888384543761638779e-01,0.000000000000000000e+00
1.299233455210924149e+01,3.858997733092094373e-01,0.000000000000000000e+00
1.341834943741559982e+01,3.830528464639411101e-01,0.000000000000000000e+00
1.384436339139938354e+01,3.802674528102251705e-01,0.000000000000000000e+00
1.427037641406059265e+01,3.775757641886744453e-01,0.000000000000000000e+00
1.469639129936695099e+01,3.749536434526832829e-01,1.170472565487177769e-32
1.512240432202816010e+01,3.724180857986287285e-01,1.616157501713204832e-32
1.554841827601194382e+01,3.699678678368884532e-01,1.769858383934209918e-32
1.597443222999572754e+01,3.675836467855933543e-01,1.924871999471495794e-32
1.640044525265693665e+01,3.652892952746741306e-01,1.932096587751649573e-32
1.682646013796329498e+01,3.630486075842220828e-01,1.939049196026381846e-32
1.725247316062450409e+01,3.609126354325376540e-01,1.796050455185644423e-32
1.767848804593086243e+01,3.588436521288301817e-01,1.651448927797560811e-32
1.810450106859207153e+01,3.568625214258506761e-01,9.037837540123098188e-33
1.853051409125328064e+01,3.549839239990689177e-01,0.000000000000000000e+00
1.895652711391448975e+01,3.531815073747249234e-01,0.000000000000000000e+00
1.938254386186599731e+01,3.514838724183172447e-01,0.000000000000000000e+00
1.980855688452720642e+01,3.498716102188081933e-01,0.000000000000000000e+00
2.023456990718841553e+01,3.483624764580159350e-01,0.000000000000000000e+00
2.066058479249477386e+01,3.469568348463686891e-01,0.000000000000000000e+00
2.108659781515598297e+01,3.456644394362620720e-01,0.000000000000000000e+00
2.151261083781719208e+01,3.444710063272388711e-01,1.225183084778721012e-32
2.193862758576869965e+01,3.434026896055527578e-01,0.000000000000000000e+00
2.236464060842990875e+01,3.424310867932114366e-01,1.654284014460232775e-31
2.279065176844596863e+01,3.415775576117318635e-01,0.000000000000000000e+00
2.321666851639747620e+01,3.408391593131031017e-01,0.000000000000000000e+00
2.364268153905868530e+01,3.402188677099204361e-01,3.061528310816202629e-32
2.406869456171989441e+01,3.397011424475198660e-01,1.070558484403160387e-32
2.449470758438110352e+01,3.392960351595564750e-01,0.000000000000000000e+00
